ID,Year,Month,Day,Time,Type,Occurence,Apprehension,Neighbourhood_number,Neighbourhood_name
167532,2020,April,Wednesday,4,Suicide-related,No,No,NSA,NSA
167533,2020,April,Wednesday,11,Person in Crisis,No,No,NSA,NSA
167534,2020,April,Wednesday,22,Person in Crisis,Yes,Yes,NSA,NSA
167535,2020,April,Wednesday,18,Overdose,Yes,No,NSA,NSA
167536,2020,April,Wednesday,17,Person in Crisis,Yes,Yes,NSA,NSA
167537,2020,April,Wednesday,12,Suicide-related,No,No,NSA,NSA
167538,2020,April,Wednesday,23,Overdose,No,No,NSA,NSA
167539,2020,April,Wednesday,12,Person in Crisis,No,No,NSA,NSA
167540,2020,April,Wednesday,12,Person in Crisis,No,No,NSA,NSA
167541,2020,April,Wednesday,21,Person in Crisis,No,No,NSA,NSA
167542,2020,April,Wednesday,18,Person in Crisis,No,No,NSA,NSA
167543,2020,April,Wednesday,18,Person in Crisis,No,No,NSA,NSA
167544,2020,April,Wednesday,16,Person in Crisis,No,No,NSA,NSA
167545,2020,April,Wednesday,22,Person in Crisis,No,No,NSA,NSA
167546,2020,April,Wednesday,22,Suicide-related,No,No,NSA,NSA
167547,2020,April,Wednesday,16,Person in Crisis,Yes,Yes,NSA,NSA
167548,2020,April,Wednesday,15,Person in Crisis,No,No,NSA,NSA
167549,2020,April,Wednesday,17,Person in Crisis,No,No,NSA,NSA
167550,2020,April,Wednesday,15,Person in Crisis,Yes,Yes,NSA,NSA
167551,2020,April,Wednesday,0,Overdose,Yes,Yes,NSA,NSA
167552,2020,April,Wednesday,11,Person in Crisis,No,No,NSA,NSA
167553,2020,April,Wednesday,14,Suicide-related,No,No,NSA,NSA
167554,2020,April,Wednesday,11,Person in Crisis,Yes,Yes,NSA,NSA
167555,2020,April,Wednesday,12,Person in Crisis,Yes,Yes,NSA,NSA
167556,2020,April,Wednesday,18,Person in Crisis,No,No,NSA,NSA
167557,2020,April,Wednesday,13,Person in Crisis,No,No,NSA,NSA
167558,2020,April,Wednesday,14,Suicide-related,Yes,Yes,NSA,NSA
167559,2020,April,Wednesday,13,Person in Crisis,Yes,Yes,NSA,NSA
167560,2020,April,Wednesday,21,Person in Crisis,No,No,NSA,NSA
167561,2020,April,Wednesday,0,Person in Crisis,No,No,NSA,NSA
167562,2020,April,Wednesday,12,Suicide-related,No,No,NSA,NSA
167563,2020,April,Wednesday,12,Suicide-related,Yes,Yes,NSA,NSA
167564,2020,April,Wednesday,23,Suicide-related,Yes,Yes,NSA,NSA
167565,2020,April,Wednesday,13,Suicide-related,No,No,NSA,NSA
167566,2020,April,Wednesday,16,Person in Crisis,No,No,NSA,NSA
167567,2020,April,Wednesday,18,Person in Crisis,No,No,NSA,NSA
167568,2020,April,Wednesday,8,Overdose,No,No,NSA,NSA
167569,2020,April,Wednesday,20,Suicide-related,Yes,No,NSA,NSA
167648,2020,April,Friday,20,Person in Crisis,No,No,NSA,NSA
167649,2020,April,Friday,15,Person in Crisis,Yes,Yes,NSA,NSA
167650,2020,April,Friday,1,Person in Crisis,No,No,NSA,NSA
167651,2020,April,Friday,8,Person in Crisis,No,No,NSA,NSA
167652,2020,April,Friday,14,Person in Crisis,No,No,NSA,NSA
167653,2020,April,Friday,17,Person in Crisis,No,No,NSA,NSA
167654,2020,April,Friday,7,Suicide-related,No,No,NSA,NSA
167655,2020,April,Friday,3,Suicide-related,No,No,NSA,NSA
167656,2020,April,Friday,18,Suicide-related,Yes,Yes,NSA,NSA
167657,2020,April,Friday,15,Person in Crisis,No,No,NSA,NSA
167658,2020,April,Friday,0,Overdose,No,No,NSA,NSA
167659,2020,April,Friday,17,Person in Crisis,No,No,NSA,NSA
167660,2020,April,Friday,9,Person in Crisis,No,No,NSA,NSA
167661,2020,April,Friday,15,Person in Crisis,No,No,NSA,NSA
167662,2020,April,Friday,22,Suicide-related,No,No,NSA,NSA
167663,2020,April,Friday,18,Suicide-related,No,No,NSA,NSA
167664,2020,April,Friday,3,Suicide-related,Yes,Yes,NSA,NSA
167665,2020,April,Friday,19,Suicide-related,Yes,No,NSA,NSA
167666,2020,April,Friday,4,Suicide-related,Yes,Yes,NSA,NSA
167667,2020,April,Friday,9,Person in Crisis,No,No,NSA,NSA
167668,2020,April,Friday,14,Overdose,No,No,NSA,NSA
167669,2020,April,Friday,8,Suicide-related,Yes,Yes,NSA,NSA
167670,2020,April,Friday,2,Person in Crisis,No,No,NSA,NSA
167671,2020,April,Friday,12,Person in Crisis,No,No,NSA,NSA
167672,2020,April,Friday,21,Person in Crisis,Yes,Yes,NSA,NSA
167673,2020,April,Friday,22,Person in Crisis,No,No,NSA,NSA
167674,2020,April,Friday,14,Person in Crisis,No,No,NSA,NSA
167675,2020,April,Friday,22,Person in Crisis,No,No,NSA,NSA
167676,2020,April,Friday,4,Suicide-related,No,No,NSA,NSA
167677,2020,April,Friday,7,Person in Crisis,No,No,NSA,NSA
167678,2020,April,Friday,9,Person in Crisis,Yes,Yes,NSA,NSA
167679,2020,April,Friday,10,Person in Crisis,No,No,NSA,NSA
167680,2020,April,Friday,10,Person in Crisis,Yes,Yes,NSA,NSA
167681,2020,April,Friday,14,Person in Crisis,Yes,No,NSA,NSA
167682,2020,April,Friday,19,Overdose,No,No,NSA,NSA
167683,2020,April,Friday,15,Person in Crisis,Yes,Yes,NSA,NSA
167684,2020,April,Friday,16,Suicide-related,No,No,NSA,NSA
167685,2020,April,Friday,16,Person in Crisis,No,No,NSA,NSA
167686,2020,April,Friday,14,Person in Crisis,No,No,NSA,NSA
167687,2020,April,Friday,3,Suicide-related,No,No,NSA,NSA
167688,2020,April,Friday,12,Person in Crisis,Yes,No,NSA,NSA
167689,2020,April,Friday,17,Person in Crisis,No,No,NSA,NSA
167690,2020,April,Friday,14,Person in Crisis,No,No,NSA,NSA
167691,2020,April,Friday,20,Person in Crisis,Yes,No,NSA,NSA
167692,2020,April,Friday,10,Suicide-related,No,No,NSA,NSA
167693,2020,April,Friday,16,Person in Crisis,Yes,No,NSA,NSA
167694,2020,April,Friday,22,Person in Crisis,Yes,Yes,NSA,NSA
167695,2020,April,Friday,19,Person in Crisis,Yes,No,NSA,NSA
167696,2020,April,Friday,12,Person in Crisis,No,No,NSA,NSA
167697,2020,April,Friday,18,Person in Crisis,No,No,NSA,NSA
167698,2020,April,Friday,7,Person in Crisis,No,No,NSA,NSA
167699,2020,April,Friday,17,Person in Crisis,No,No,NSA,NSA
167700,2020,April,Friday,21,Suicide-related,Yes,Yes,NSA,NSA
167701,2020,April,Friday,19,Suicide-related,Yes,Yes,NSA,NSA
167702,2020,April,Friday,18,Person in Crisis,No,No,NSA,NSA
167703,2020,April,Friday,23,Overdose,No,No,NSA,NSA
167704,2020,April,Friday,15,Person in Crisis,No,No,NSA,NSA
167705,2020,April,Friday,22,Person in Crisis,No,No,NSA,NSA
167706,2020,April,Friday,21,Person in Crisis,No,No,NSA,NSA
167707,2020,April,Friday,20,Person in Crisis,No,No,NSA,NSA
167708,2020,April,Friday,20,Suicide-related,No,No,NSA,NSA
167709,2020,April,Friday,10,Suicide-related,Yes,Yes,NSA,NSA
167710,2020,April,Friday,3,Suicide-related,No,No,NSA,NSA
167711,2020,April,Friday,23,Suicide-related,Yes,Yes,NSA,NSA
167712,2020,April,Friday,12,Person in Crisis,No,No,NSA,NSA
167713,2020,April,Friday,19,Person in Crisis,No,No,NSA,NSA
167714,2020,April,Friday,3,Person in Crisis,No,No,NSA,NSA
167715,2020,April,Friday,3,Person in Crisis,No,No,NSA,NSA
167716,2020,April,Friday,12,Person in Crisis,Yes,Yes,NSA,NSA
167717,2020,April,Friday,16,Overdose,No,No,NSA,NSA
167718,2020,April,Friday,8,Suicide-related,Yes,Yes,NSA,NSA
167719,2020,April,Friday,9,Person in Crisis,No,No,NSA,NSA
167720,2020,April,Friday,16,Person in Crisis,No,No,NSA,NSA
167721,2020,April,Friday,20,Overdose,Yes,Yes,NSA,NSA
167722,2020,April,Friday,8,Person in Crisis,No,No,NSA,NSA
167723,2020,April,Friday,16,Person in Crisis,No,No,NSA,NSA
167724,2020,April,Friday,22,Suicide-related,No,No,NSA,NSA
167725,2020,April,Friday,13,Person in Crisis,No,No,NSA,NSA
167726,2020,April,Friday,11,Person in Crisis,Yes,Yes,NSA,NSA
167727,2020,April,Friday,6,Overdose,No,No,NSA,NSA
167728,2020,April,Friday,15,Person in Crisis,No,No,NSA,NSA
167729,2020,April,Friday,20,Person in Crisis,No,No,NSA,NSA
167730,2020,April,Friday,15,Suicide-related,No,No,NSA,NSA
167731,2020,April,Friday,9,Person in Crisis,No,No,NSA,NSA
167732,2020,April,Friday,20,Person in Crisis,No,No,NSA,NSA
167733,2020,April,Friday,22,Suicide-related,Yes,No,NSA,NSA
167734,2020,April,Friday,21,Person in Crisis,No,No,NSA,NSA
168072,2020,April,Wednesday,6,Person in Crisis,No,No,NSA,NSA
168073,2020,April,Wednesday,16,Person in Crisis,No,No,NSA,NSA
168074,2020,April,Wednesday,17,Suicide-related,Yes,No,NSA,NSA
168075,2020,April,Wednesday,18,Suicide-related,No,No,NSA,NSA
168076,2020,April,Wednesday,23,Overdose,Yes,No,NSA,NSA
168077,2020,April,Wednesday,14,Suicide-related,Yes,Yes,NSA,NSA
168078,2020,April,Wednesday,15,Person in Crisis,Yes,Yes,NSA,NSA
168079,2020,April,Wednesday,6,Person in Crisis,No,No,NSA,NSA
168080,2020,April,Wednesday,11,Person in Crisis,Yes,Yes,NSA,NSA
168081,2020,April,Wednesday,20,Person in Crisis,No,No,NSA,NSA
168082,2020,April,Wednesday,11,Suicide-related,No,No,NSA,NSA
168083,2020,April,Wednesday,19,Suicide-related,Yes,Yes,NSA,NSA
168084,2020,April,Wednesday,16,Overdose,Yes,No,NSA,NSA
168085,2020,April,Wednesday,21,Person in Crisis,Yes,Yes,NSA,NSA
168086,2020,April,Wednesday,11,Person in Crisis,Yes,Yes,NSA,NSA
168087,2020,April,Wednesday,18,Suicide-related,No,No,NSA,NSA
168088,2020,April,Wednesday,11,Person in Crisis,No,No,NSA,NSA
168089,2020,April,Wednesday,11,Person in Crisis,Yes,Yes,NSA,NSA
168090,2020,April,Wednesday,15,Person in Crisis,No,No,NSA,NSA
168091,2020,April,Wednesday,7,Person in Crisis,No,No,NSA,NSA
168092,2020,April,Wednesday,22,Overdose,Yes,No,NSA,NSA
168093,2020,April,Wednesday,11,Suicide-related,Yes,No,NSA,NSA
168094,2020,April,Wednesday,18,Suicide-related,Yes,Yes,NSA,NSA
168095,2020,April,Wednesday,12,Suicide-related,Yes,Yes,NSA,NSA
168096,2020,April,Wednesday,17,Suicide-related,Yes,Yes,NSA,NSA
168097,2020,April,Wednesday,21,Person in Crisis,No,No,NSA,NSA
168098,2020,April,Wednesday,15,Person in Crisis,No,No,NSA,NSA
168099,2020,April,Wednesday,17,Person in Crisis,No,No,NSA,NSA
168100,2020,April,Wednesday,5,Person in Crisis,No,No,NSA,NSA
168101,2020,April,Wednesday,10,Person in Crisis,Yes,Yes,NSA,NSA
168102,2020,April,Wednesday,15,Person in Crisis,No,No,NSA,NSA
168103,2020,April,Wednesday,12,Person in Crisis,Yes,Yes,NSA,NSA
168104,2020,April,Wednesday,8,Person in Crisis,No,No,NSA,NSA
168105,2020,April,Wednesday,14,Person in Crisis,Yes,Yes,NSA,NSA
168106,2020,April,Wednesday,11,Person in Crisis,No,No,NSA,NSA
168107,2020,April,Wednesday,17,Person in Crisis,No,No,NSA,NSA
168108,2020,April,Wednesday,16,Person in Crisis,No,No,NSA,NSA
168109,2020,April,Wednesday,18,Suicide-related,No,No,NSA,NSA
168110,2020,April,Wednesday,11,Person in Crisis,Yes,Yes,NSA,NSA
168111,2020,April,Wednesday,10,Person in Crisis,No,No,NSA,NSA
168112,2020,April,Wednesday,13,Suicide-related,Yes,Yes,NSA,NSA
168113,2020,April,Wednesday,15,Person in Crisis,Yes,Yes,NSA,NSA
168114,2020,April,Wednesday,18,Person in Crisis,No,No,NSA,NSA
168115,2020,April,Wednesday,8,Overdose,Yes,No,NSA,NSA
168116,2020,April,Wednesday,22,Overdose,No,No,NSA,NSA
168117,2020,April,Wednesday,1,Overdose,Yes,No,NSA,NSA
168118,2020,April,Wednesday,15,Suicide-related,No,No,NSA,NSA
168119,2020,April,Wednesday,12,Person in Crisis,No,No,NSA,NSA
168120,2020,April,Wednesday,15,Person in Crisis,Yes,Yes,NSA,NSA
168121,2020,April,Wednesday,18,Suicide-related,Yes,No,NSA,NSA
168122,2020,April,Wednesday,17,Person in Crisis,No,No,NSA,NSA
168123,2020,April,Wednesday,13,Person in Crisis,No,No,NSA,NSA
168124,2020,April,Wednesday,19,Person in Crisis,Yes,Yes,NSA,NSA
168125,2020,April,Wednesday,15,Person in Crisis,No,No,NSA,NSA
168126,2020,April,Wednesday,10,Suicide-related,No,No,NSA,NSA
168127,2020,April,Wednesday,3,Person in Crisis,No,No,NSA,NSA
168128,2020,April,Wednesday,18,Suicide-related,No,No,NSA,NSA
168129,2020,April,Wednesday,7,Suicide-related,Yes,No,NSA,NSA
168130,2020,April,Wednesday,3,Person in Crisis,No,No,NSA,NSA
168131,2020,April,Wednesday,2,Person in Crisis,No,No,NSA,NSA
168132,2020,April,Wednesday,17,Overdose,Yes,No,NSA,NSA
168133,2020,April,Wednesday,17,Suicide-related,Yes,No,NSA,NSA
168134,2020,April,Wednesday,6,Person in Crisis,No,No,NSA,NSA
168135,2020,April,Wednesday,10,Suicide-related,No,No,NSA,NSA
168136,2020,April,Wednesday,18,Overdose,No,No,NSA,NSA
168137,2020,April,Wednesday,5,Person in Crisis,No,No,NSA,NSA
168138,2020,April,Wednesday,12,Person in Crisis,Yes,No,NSA,NSA
168139,2020,April,Wednesday,14,Person in Crisis,No,No,NSA,NSA
168140,2020,April,Wednesday,13,Overdose,Yes,No,NSA,NSA
168141,2020,April,Wednesday,14,Person in Crisis,No,No,NSA,NSA
168142,2020,April,Wednesday,23,Overdose,Yes,No,NSA,NSA
168143,2020,April,Wednesday,23,Suicide-related,Yes,No,NSA,NSA
168144,2020,April,Wednesday,22,Person in Crisis,No,No,NSA,NSA
168145,2020,April,Wednesday,14,Person in Crisis,No,No,NSA,NSA
168146,2020,April,Wednesday,14,Suicide-related,Yes,Yes,NSA,NSA
168147,2020,April,Wednesday,10,Suicide-related,Yes,No,NSA,NSA
168148,2020,April,Wednesday,16,Suicide-related,No,No,NSA,NSA
168149,2020,April,Wednesday,10,Person in Crisis,No,No,NSA,NSA
168150,2020,April,Wednesday,19,Person in Crisis,No,No,NSA,NSA
168151,2020,April,Wednesday,3,Suicide-related,No,No,NSA,NSA
168152,2020,April,Wednesday,4,Person in Crisis,No,No,NSA,NSA
168153,2020,April,Wednesday,19,Person in Crisis,Yes,Yes,NSA,NSA
168154,2020,April,Wednesday,19,Suicide-related,Yes,Yes,NSA,NSA
168155,2020,April,Wednesday,18,Person in Crisis,Yes,Yes,NSA,NSA
168156,2020,April,Wednesday,20,Suicide-related,No,No,NSA,NSA
168157,2020,April,Wednesday,9,Person in Crisis,Yes,Yes,NSA,NSA
168158,2020,April,Wednesday,19,Overdose,Yes,No,NSA,NSA
168730,2020,April,Thursday,11,Person in Crisis,No,No,NSA,NSA
168731,2020,April,Thursday,12,Suicide-related,Yes,Yes,NSA,NSA
168732,2020,April,Thursday,19,Person in Crisis,No,No,NSA,NSA
168733,2020,April,Thursday,9,Person in Crisis,Yes,No,NSA,NSA
168734,2020,April,Thursday,18,Person in Crisis,Yes,No,NSA,NSA
168735,2020,April,Thursday,5,Person in Crisis,Yes,Yes,NSA,NSA
168736,2020,April,Thursday,15,Person in Crisis,Yes,Yes,NSA,NSA
168737,2020,April,Thursday,16,Person in Crisis,Yes,Yes,NSA,NSA
168738,2020,April,Thursday,13,Overdose,No,No,NSA,NSA
168739,2020,April,Thursday,2,Overdose,Yes,No,NSA,NSA
168740,2020,April,Thursday,20,Overdose,Yes,No,NSA,NSA
168741,2020,April,Thursday,13,Person in Crisis,No,No,NSA,NSA
168742,2020,April,Thursday,15,Overdose,No,No,NSA,NSA
168743,2020,April,Thursday,16,Person in Crisis,Yes,No,NSA,NSA
168744,2020,April,Thursday,20,Suicide-related,Yes,Yes,NSA,NSA
168745,2020,April,Thursday,21,Overdose,No,No,NSA,NSA
168746,2020,April,Thursday,21,Person in Crisis,No,No,NSA,NSA
168747,2020,April,Thursday,22,Person in Crisis,No,No,NSA,NSA
168748,2020,April,Thursday,15,Person in Crisis,No,No,NSA,NSA
168749,2020,April,Thursday,18,Person in Crisis,No,No,NSA,NSA
168750,2020,April,Thursday,9,Suicide-related,No,No,NSA,NSA
168751,2020,April,Thursday,10,Person in Crisis,No,No,NSA,NSA
168752,2020,April,Thursday,10,Person in Crisis,No,No,NSA,NSA
168753,2020,April,Thursday,14,Person in Crisis,No,No,NSA,NSA
168754,2020,April,Thursday,10,Person in Crisis,No,No,NSA,NSA
168755,2020,April,Thursday,21,Person in Crisis,No,No,NSA,NSA
168756,2020,April,Thursday,12,Suicide-related,Yes,No,NSA,NSA
168757,2020,April,Thursday,16,Person in Crisis,Yes,No,NSA,NSA
168758,2020,April,Thursday,20,Person in Crisis,No,No,NSA,NSA
168759,2020,April,Thursday,12,Person in Crisis,Yes,Yes,NSA,NSA
168760,2020,April,Thursday,11,Person in Crisis,No,No,NSA,NSA
168761,2020,April,Thursday,12,Suicide-related,Yes,No,NSA,NSA
168762,2020,April,Thursday,14,Suicide-related,Yes,Yes,NSA,NSA
168763,2020,April,Thursday,8,Overdose,Yes,No,NSA,NSA
168764,2020,April,Thursday,11,Overdose,No,No,NSA,NSA
168765,2020,April,Thursday,22,Overdose,No,No,NSA,NSA
168766,2020,April,Thursday,19,Suicide-related,Yes,Yes,NSA,NSA
168767,2020,April,Thursday,1,Person in Crisis,No,No,NSA,NSA
168768,2020,April,Thursday,22,Person in Crisis,No,No,NSA,NSA
168769,2020,April,Thursday,19,Person in Crisis,No,No,NSA,NSA
168770,2020,April,Thursday,12,Suicide-related,No,No,NSA,NSA
168771,2020,April,Thursday,12,Person in Crisis,No,No,NSA,NSA
168772,2020,April,Thursday,21,Suicide-related,Yes,Yes,NSA,NSA
168773,2020,April,Thursday,22,Person in Crisis,No,No,NSA,NSA
168774,2020,April,Thursday,11,Person in Crisis,No,No,NSA,NSA
168775,2020,April,Thursday,10,Person in Crisis,No,No,NSA,NSA
168776,2020,April,Thursday,9,Person in Crisis,No,No,NSA,NSA
168777,2020,April,Thursday,12,Person in Crisis,Yes,Yes,NSA,NSA
168778,2020,April,Thursday,3,Overdose,No,No,NSA,NSA
168779,2020,April,Thursday,18,Person in Crisis,No,No,NSA,NSA
168780,2020,April,Thursday,16,Person in Crisis,No,No,NSA,NSA
168781,2020,April,Thursday,1,Person in Crisis,No,No,NSA,NSA
168782,2020,April,Thursday,14,Person in Crisis,Yes,Yes,NSA,NSA
168783,2020,April,Thursday,19,Person in Crisis,No,No,NSA,NSA
168784,2020,April,Thursday,18,Person in Crisis,No,No,NSA,NSA
168785,2020,April,Thursday,0,Suicide-related,Yes,No,NSA,NSA
168786,2020,April,Thursday,13,Person in Crisis,Yes,Yes,NSA,NSA
168787,2020,April,Thursday,22,Overdose,Yes,No,NSA,NSA
168788,2020,April,Thursday,2,Overdose,Yes,No,NSA,NSA
168789,2020,April,Thursday,11,Person in Crisis,No,No,NSA,NSA
168790,2020,April,Thursday,1,Suicide-related,No,No,NSA,NSA
168791,2020,April,Thursday,20,Person in Crisis,No,No,NSA,NSA
168792,2020,April,Thursday,15,Person in Crisis,Yes,Yes,NSA,NSA
168793,2020,April,Thursday,17,Suicide-related,No,No,NSA,NSA
168794,2020,April,Thursday,13,Person in Crisis,No,No,NSA,NSA
168795,2020,April,Thursday,14,Person in Crisis,Yes,Yes,NSA,NSA
168796,2020,April,Thursday,0,Overdose,Yes,No,NSA,NSA
168797,2020,April,Thursday,18,Suicide-related,Yes,No,NSA,NSA
168798,2020,April,Thursday,22,Suicide-related,Yes,No,NSA,NSA
168799,2020,April,Thursday,21,Person in Crisis,No,No,NSA,NSA
168800,2020,April,Thursday,3,Person in Crisis,No,No,NSA,NSA
168801,2020,April,Thursday,11,Suicide-related,Yes,Yes,NSA,NSA
168802,2020,April,Thursday,15,Person in Crisis,No,No,NSA,NSA
168803,2020,April,Thursday,13,Person in Crisis,No,No,NSA,NSA
168804,2020,April,Thursday,13,Overdose,Yes,No,NSA,NSA
168805,2020,April,Thursday,16,Person in Crisis,No,No,NSA,NSA
168806,2020,April,Thursday,14,Overdose,No,No,NSA,NSA
168807,2020,April,Thursday,23,Overdose,No,No,NSA,NSA
168808,2020,April,Thursday,18,Overdose,Yes,No,NSA,NSA
168809,2020,April,Thursday,23,Overdose,No,No,NSA,NSA
168810,2020,April,Thursday,17,Person in Crisis,Yes,No,NSA,NSA
168811,2020,April,Thursday,12,Suicide-related,Yes,Yes,NSA,NSA
168812,2020,April,Thursday,10,Overdose,Yes,No,NSA,NSA
168813,2020,April,Thursday,17,Person in Crisis,Yes,No,NSA,NSA
168814,2020,April,Thursday,21,Person in Crisis,Yes,No,NSA,NSA
168815,2020,April,Thursday,19,Suicide-related,No,No,NSA,NSA
168816,2020,April,Thursday,17,Person in Crisis,No,No,NSA,NSA
168817,2020,April,Thursday,17,Overdose,Yes,No,NSA,NSA
168818,2020,April,Thursday,13,Overdose,No,No,NSA,NSA
168819,2020,April,Thursday,0,Suicide-related,No,No,NSA,NSA
168820,2020,April,Thursday,5,Overdose,No,No,NSA,NSA
168821,2020,April,Thursday,17,Overdose,No,No,NSA,NSA
168822,2020,April,Thursday,11,Person in Crisis,No,No,NSA,NSA
168823,2020,April,Thursday,0,Person in Crisis,No,No,NSA,NSA
168824,2020,April,Thursday,16,Overdose,No,No,NSA,NSA
168825,2020,April,Thursday,19,Person in Crisis,Yes,Yes,NSA,NSA
168826,2020,April,Thursday,2,Suicide-related,Yes,Yes,NSA,NSA
168827,2020,April,Thursday,13,Suicide-related,No,No,NSA,NSA
168828,2020,April,Thursday,21,Overdose,No,No,NSA,NSA
168829,2020,April,Thursday,15,Suicide-related,No,No,NSA,NSA
168830,2020,April,Thursday,4,Suicide-related,Yes,No,NSA,NSA
168831,2020,April,Thursday,18,Suicide-related,Yes,No,NSA,NSA
168832,2020,April,Thursday,12,Person in Crisis,Yes,Yes,NSA,NSA
168833,2020,April,Thursday,14,Person in Crisis,Yes,Yes,NSA,NSA
168834,2020,April,Thursday,18,Suicide-related,No,No,NSA,NSA
168835,2020,April,Thursday,18,Person in Crisis,Yes,Yes,NSA,NSA
169424,2020,May,Thursday,8,Suicide-related,No,No,NSA,NSA
169425,2020,May,Thursday,13,Person in Crisis,Yes,No,NSA,NSA
169426,2020,May,Thursday,20,Suicide-related,Yes,Yes,NSA,NSA
169427,2020,May,Thursday,18,Person in Crisis,Yes,Yes,NSA,NSA
169428,2020,May,Thursday,18,Person in Crisis,Yes,Yes,NSA,NSA
169429,2020,May,Thursday,15,Person in Crisis,No,No,NSA,NSA
169430,2020,May,Thursday,11,Person in Crisis,Yes,No,NSA,NSA
169431,2020,May,Thursday,9,Person in Crisis,No,No,NSA,NSA
169432,2020,May,Thursday,20,Person in Crisis,No,No,NSA,NSA
169433,2020,May,Thursday,23,Person in Crisis,No,No,NSA,NSA
169434,2020,May,Thursday,15,Person in Crisis,No,No,NSA,NSA
169435,2020,May,Thursday,12,Person in Crisis,No,No,NSA,NSA
169436,2020,May,Thursday,16,Person in Crisis,No,No,NSA,NSA
169437,2020,May,Thursday,8,Person in Crisis,No,No,NSA,NSA
169438,2020,May,Thursday,6,Suicide-related,No,No,NSA,NSA
169439,2020,May,Thursday,17,Person in Crisis,No,No,NSA,NSA
169440,2020,May,Thursday,19,Person in Crisis,No,No,NSA,NSA
169441,2020,May,Thursday,21,Person in Crisis,No,No,NSA,NSA
169442,2020,May,Thursday,18,Suicide-related,No,No,NSA,NSA
169443,2020,May,Thursday,2,Overdose,No,No,NSA,NSA
169444,2020,May,Thursday,19,Person in Crisis,No,No,NSA,NSA
169445,2020,May,Thursday,17,Suicide-related,Yes,No,NSA,NSA
169446,2020,May,Thursday,16,Person in Crisis,No,No,NSA,NSA
169447,2020,May,Thursday,13,Person in Crisis,Yes,No,NSA,NSA
169448,2020,May,Thursday,8,Person in Crisis,No,No,NSA,NSA
169449,2020,May,Thursday,17,Person in Crisis,No,No,NSA,NSA
169450,2020,May,Thursday,23,Person in Crisis,No,No,NSA,NSA
169451,2020,May,Thursday,14,Person in Crisis,Yes,Yes,NSA,NSA
169452,2020,May,Thursday,22,Person in Crisis,No,No,NSA,NSA
169453,2020,May,Thursday,9,Overdose,Yes,No,NSA,NSA
169454,2020,May,Thursday,20,Overdose,No,No,NSA,NSA
169455,2020,May,Thursday,7,Suicide-related,Yes,No,NSA,NSA
169456,2020,May,Thursday,12,Overdose,No,No,NSA,NSA
169457,2020,May,Thursday,19,Overdose,No,No,NSA,NSA
169458,2020,May,Thursday,16,Person in Crisis,No,No,NSA,NSA
169459,2020,May,Thursday,18,Suicide-related,No,No,NSA,NSA
169460,2020,May,Thursday,15,Person in Crisis,Yes,Yes,NSA,NSA
169461,2020,May,Thursday,5,Suicide-related,Yes,Yes,NSA,NSA
169462,2020,May,Thursday,10,Person in Crisis,Yes,No,NSA,NSA
169463,2020,May,Thursday,16,Person in Crisis,No,No,NSA,NSA
169464,2020,May,Thursday,13,Suicide-related,Yes,No,NSA,NSA
169465,2020,May,Thursday,23,Overdose,No,No,NSA,NSA
169466,2020,May,Thursday,6,Suicide-related,No,No,NSA,NSA
169467,2020,May,Thursday,22,Person in Crisis,No,No,NSA,NSA
169468,2020,May,Thursday,8,Suicide-related,Yes,No,NSA,NSA
169469,2020,May,Thursday,18,Person in Crisis,Yes,Yes,NSA,NSA
169470,2020,May,Thursday,20,Person in Crisis,No,No,NSA,NSA
169471,2020,May,Thursday,16,Suicide-related,Yes,Yes,NSA,NSA
169472,2020,May,Thursday,22,Person in Crisis,Yes,Yes,NSA,NSA
169473,2020,May,Thursday,16,Person in Crisis,No,No,NSA,NSA
169474,2020,May,Thursday,15,Person in Crisis,Yes,Yes,NSA,NSA
169475,2020,May,Thursday,16,Person in Crisis,No,No,NSA,NSA
169476,2020,May,Thursday,16,Person in Crisis,No,No,NSA,NSA
169477,2020,May,Thursday,18,Suicide-related,No,No,NSA,NSA
169478,2020,May,Thursday,14,Person in Crisis,No,No,NSA,NSA
169479,2020,May,Thursday,21,Suicide-related,Yes,No,NSA,NSA
169480,2020,May,Thursday,14,Person in Crisis,No,No,NSA,NSA
169481,2020,May,Thursday,14,Suicide-related,Yes,Yes,NSA,NSA
169482,2020,May,Thursday,22,Suicide-related,No,No,NSA,NSA
169483,2020,May,Thursday,19,Person in Crisis,Yes,Yes,NSA,NSA
169484,2020,May,Thursday,17,Person in Crisis,No,No,NSA,NSA
169485,2020,May,Thursday,18,Person in Crisis,Yes,Yes,NSA,NSA
169486,2020,May,Thursday,7,Person in Crisis,No,No,NSA,NSA
169487,2020,May,Thursday,19,Person in Crisis,Yes,Yes,NSA,NSA
169488,2020,May,Thursday,10,Suicide-related,Yes,Yes,NSA,NSA
169489,2020,May,Thursday,15,Person in Crisis,Yes,Yes,NSA,NSA
169490,2020,May,Thursday,20,Person in Crisis,No,No,NSA,NSA
169491,2020,May,Thursday,16,Suicide-related,Yes,No,NSA,NSA
169492,2020,May,Thursday,23,Suicide-related,No,No,NSA,NSA
169493,2020,May,Thursday,8,Suicide-related,No,No,NSA,NSA
169494,2020,May,Thursday,19,Suicide-related,Yes,No,NSA,NSA
169495,2020,May,Thursday,16,Person in Crisis,No,No,NSA,NSA
169496,2020,May,Thursday,13,Person in Crisis,Yes,Yes,NSA,NSA
